,Year,Brand,Name,Device,Form Factor,Architecture,Synthesis,Synthesis Details,Polyphony,Oscillators,Multitimbral,Keys,MIDI,Memory,Key type,Velocity,Aftertouch,Produced,Duration,Fame
1526,2008,Clavia,Clavia - Nord Stage Ex 76,Synth,Keys,Digital,Digital,"VA, FM, PM, WT",60,2,2,76,True,True,"Keys, Hammer Action",True,channel,2008 - 2011,3,0.2432566479545253
1527,2008,Akai,Akai - Mpc5000,Sampler,Desktop,Digital,Digital,"Sample, VA",64,4,16,0,True,,Pads,True,channel,2008 - 2010,2,0.220131044411482
1528,2009,Roland,Roland - Ax-Synth,Synth,Keytar,Digital,Digital,PCM,128,2,1,49,True,True,Keys,True,channel,2009 - 2014,5,0.3826957460187835
1529,2009,Roland,Roland - Vp-770,Misc,Keys,Miscellaneous,Vocoder,Vocoder,128,0,3,0,True,True,Keys,True,channel,2009 - 2009,0,0.1851965104014009
1530,2009,Yamaha,Yamaha - S90 Xs,Synth,Keys,Digital,Digital,"AWM2, Sample",128,4,16,88,True,True,"Keys, Hammer action",True,channel,2009 - 2009,0,0.139870004131385
1531,2009,Clavia,Clavia - Nord Electro 3 73,Synth,Keys,Digital,Digital,"PM, PCM",128,2,2,76,True,True,Keys,True,False,2009 - 2013,4,0.3032283682834039
1532,2009,Oberheim,Oberheim - Sem With Patchpanel,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,False,,,False,,2009 - 2009,0,0.2128547241201546
1533,2009,Korg,Korg - Microkorg Xl,Synth,Keys,Digital,Digital,"VA, PCM",8,2,2,37,True,True,Mini keys,True,False,2012 - 2018,6,0.4316879782428393
1534,2009,Symbolic Sound,Symbolic Sound - Paca,Synth,Rack,Digital,Digital,Modular,0,0,0,0,True,,,False,,2009 - 2014,5,0.1900394212911826
1535,2009,Yamaha,Yamaha - Tenori-On,Synth,Desktop,Digital,Digital,"ROM, Sampling",64,1,16,0,True,True,Buttons,False,False,2009 - 2015,6,0.5324055501438206
1536,2009,Akai,Akai - Miniak,Synth,Keys,Digital,Digital,"VA, FM",8,3,8,37,True,True,Keys,True,False,2009 - 2009,0,0.3047904586798527
1537,2009,Waldorf,Waldorf - Blofeld Keys,Synth,Keys,Digital,Digital,Wave,25,3,16,49,True,True,Keys,True,channel,2009 - 2010,1,0.4185453841326721
1538,2009,Moog,Moog - Etherwave Plus,Synth,Theremin,Analog,Analog,VCO,1,1,0,0,False,,,False,,2009 - 2015,6,0.1933315009677943
1539,2009,Zebranalogic,Zebranalogic - Circular-Oscillator-Viii,Synth,Desktop,Analog,Analog,VCO,1,4,1,0,True,,,False,,2009 - 2010,1,0.0920593645430264
1540,2009,Radikal Technologies,Radikal Technologies - Spectralis 2,Synth,Desktop,Digital,Digital,VA,33,4,16,0,True,True,Buttons,False,,2009 - 2009,0,0.1785689378589355
1541,2009,Roland,Roland - Juno-Di,Synth,Keys,Digital,Digital,Wave,128,128,16,61,True,True,Keys,True,False,2009 - 2009,0,0.5339255333961023
1542,2009,Moog,Moog - Mf-105M Midi Murf,Misc,Desktop,Miscellaneous,Filter,Filter,1,1,1,0,True,True,,False,,2009 - 2009,0,0.1820200548045582
1543,2009,Waldorf,Waldorf Blofeld Keyboard,Synth,Keys,Digital,"Modeling, Sample-based, Virtual Analog",VA,25,3,0,49,True,True,,True,True,2009 - 2010,1,0.2723598208607197
1544,2009,Clavia,Clavia - Nord Electro 3 61,Synth,Keys,Digital,Digital,"PM, PCM",128,2,2,61,True,True,Keys,True,False,2009 - 2013,4,0.2584717703766791
1545,2009,Doepfer,Doepfer - Dark Energy,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,True,,,True,,2009 - 2012,3,0.4706235360601293
1546,2009,JoMoX,Jomox - Mbase 11,Drum,Desktop,Analog,Analog,VCO,1,1,0,0,True,True,Button,False,False,2009 - 2009,0,0.1811349785341041
1547,2009,Symbolic Sound,Symbolic Sound - Pacarana,Synth,Rack,Digital,Digital,Modular,0,0,0,0,True,,,False,,2009 - 2014,5,0.1240583984771746
1548,2009,Arturia,Arturia - Origin (Kb),Synth,Desktop/Keys,Digital,Digital,"VA, FM, Sample, PM",32,9,4,61,True,True,Keys,True,channel,2009 - 2014,5,0.125432181315224
1549,2009,Korg,Korg - Microsampler,Synth,Keys,Digital,Digital,"PCM, Sample",16,1,16,37,True,True,Mini keys,True,False,2009 - 2014,5,0.3984439442911923
1550,2009,Dave Smith Instruments (DSI),Dave Smith Instruments (Dsi) - Tetra,Synth,Desktop,Analog,Analog,DCO,4,2,4,0,True,True,,False,,2009 - 2009,0,0.2698140500827173
1551,2009,MFOS,Mfos - Sound Lab Ultimate Expander,Synth,Desktop,Analog,Analog,Modular (Semi),1,1,0,0,False,,,False,,2009 - 2015,6,0.1438069356482456
1552,2009,Access,Access - Virus Ti2,Synth,Desktop,Digital,Digital,VA,110,3,16,0,True,True,,False,,2009 - 2009,0,0.5347497592667066
1553,2009,Dewanatron,Dewanatron - Melody Gin,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,False,,,False,,2009 - 2009,0,0.1858313934682818
1554,2009,MFOS,Mfos - Sound Lab Ultimate,Synth,Desktop,Analog,Analog,VCO,1,3,0,0,False,,,False,,2009 - 2015,6,0.213919891798986
1555,2009,Folktek,Folktek - Magnetic Insectarium,Synth,Desktop,Analog,Analog,Hybrid,1,2,0,0,False,,Button,False,,2009 - 2014,5,0.1842243308381938
1556,2009,Clavia,Clavia - Nord C2,Synth,Keys,Digital,Digital,"PM, PCM",122,3,3,61 x2,True,True,Keys,False,False,2009 - 2013,4,0.4446287060404635
1557,2009,Access,Access - Virus Ti2 Polar (Ds),Synth,Keys,Digital,Digital,VA,110,3,16,37,True,True,Keys,True,channel,2009 - 2009,0,0.1768923082700037
1558,2009,Access,Access - Virus Ti2 Kb,Synth,Keys,Digital,Digital,VA,110,3,16,61,True,True,Keys,True,channel,2009 - 2009,0,0.3647398088373461
1559,2010,Skychord Electronics,Skychord Electronics - Glamour Box,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,False,,,False,,2010 - 2010,0,0.2248286046878588
1560,2010,Skychord Electronics,Skychord Electronics - Sleepdrone 6,Synth,Desktop,Analog,Analog,VCO,1,6,0,0,False,,,False,,2010 - 2010,0,0.1937635361393612
1561,2010,Roland,Roland - Sh-01 Gaia,Synth,Keys,Digital,Digital,"VA, PCM",64,64,16,37,True,,Keys,True,False,2010 - 2018,8,0.5888408606408613
1562,2010,Novation,Novation - Ultranova,Synth,Keys,Digital,Digital,VA,20,3,1,37,True,True,Keys,True,channel,2010 - 2019,9,0.2753114467364079
1563,2010,Roland,Roland - Ax-09 Lucina,Synth,Keytar,Digital,Digital,PCM,128,2,1,37,True,True,Keys,True,channel,2010 - 2016,6,0.2996293126210912
1564,2010,Oberheim,Oberheim - Sem Pro,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,True,,,False,,2010 - 2010,0,0.4395792109961797
1565,2010,Roland,Roland - Juno-Gi,Synth,Keys,Digital,Digital,Wave,128,128,16,61,True,True,Keys,True,False,2010 - 2016,6,0.5824720132791453
1566,2010,Oberheim,Oberheim - Sem With Midi To Cv Converter,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,True,,,False,,2010 - 2010,0,0.2150891365084486
1567,2010,Moog,Moog - Minimoog Voyager Xl,Synth,Keys,Analog,Analog,VCO,1,3,0,61,True,True,Keys,True,channel,2010 - 2017,7,0.5269549641299162
1568,2010,E-mu,E-Mu - Shortboard 49,Synth,Keys,Digital,Digital,PCM,128,2,16,49,True,True,Keys,True,channel,2010 - 2012,2,0.1280116700703712
1569,2010,x0xi0,X0Xi0 - Synthesizer Rev B,Synth,Desktop,Analog,Analog,VCO,1,1,1,0,True,,Buttons,False,False,2010 - 2010,0,0.1802329291501619
1570,2010,Anyware-Instruments,Anyware-Instruments - Tinysizer,Synth,Desktop,Analog,Modular,VCO,1,2,1,0,True,,,False,,2010 - 2019,9,0.1956759019358763
1571,2010,Yamaha,Yamaha - Motif Xf7,Synth,Keys,Digital,Digital,"AWM2, Sample",128,8,16,76,True,True,Keys,True,channel,2010 - 2016,6,0.4143768907381991
1572,2010,Trax,Trax - Rota-Synth Rs-1,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,True,,,False,,2010 - 2014,4,0.1829436816528953
1573,2010,Voice of Saturn,Voice Of Saturn - Modulator,Misc,Desktop,Miscellaneous,Filter,Filter,1,1,0,0,False,,,False,,2010 - 2010,0,0.0902268572463489
1574,2010,Yamaha,Yamaha - Motif Xf6,Synth,Keys,Digital,Digital,"AWM2, Sample",128,8,16,61,True,True,Keys,True,channel,2010 - 2016,6,0.2789067169304691
1575,2010,Skychord Electronics,Skychord Electronics - Utopia Synth,Synth,Desktop,Analog,Analog,VCO,1,4,0,0,False,,,False,,2010 - 2010,0,0.2110553598531261
1576,2010,Atmosynth,Atmosynth - Krakken,Synth,Desktop,Analog,Analog,VCO,1,2,1,0,True,,Buttons,False,False,2010 - 2014,4,0.1847485813308675
1577,2010,Skychord Electronics,Skychord Electronics - Sleepdrone 5,Synth,Desktop,Analog,Analog,VCO,1,4,0,0,False,,,False,,2010 - 2010,0,0.1872074250642176
1578,2010,Synton,Synton - Fenix Iii,Misc,Rack,Miscellaneous,Sequencer,Sequencer,0,0,0,0,False,,,False,,2010 - 2011,1,0.3861290890264481
1579,2010,Synton,Synton - Fenix Ii,Synth,Rack,Analog,Analog,Modular,1,3,0,0,False,,,False,,2010 - 2011,1,0.5335273936521322
1580,2010,Buchla,Buchla - Bemi Music Easel,Synth,Desktop,Analog,Analog,VCO,2,2,2,0,True,,"Touch pads, Key shaped",True,True,2010 - 2015,5,0.3390201120759482
1581,2010,Kurzweil,Kurzweil - Pc3Le8,Synth,Keys,Digital,Digital,PCM,64,2,16,88,True,True,"Keys, Hammer action",True,channel,2010 - 2011,1,0.1279068225560026
1582,2010,Horst,Horst - Mwt-01 Midi Wave Theremin,Synth,Theremin,Digital,Digital,VA,3,1,0,1,True,True,Button,False,,2010 - 2010,0,0.1810239308511757
1583,2010,Analogue Solutions,Analogue Solutions - Leipzig Sk,Synth,Rack,Analog,Analog,VCO,1,2,1,0,True,,,False,,2010 - 2010,0,0.2216989757925095
1584,2010,Korg,Korg - Monotron,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,False,True,Ribbon controller,False,False,2010 - 2010,0,0.3715482167749022
1585,2010,MFB,Mfb - Megazwerg,Synth,Desktop,Analog,Analog,Modular (Semi),1,1,1,0,True,,,False,,2010 - 2014,4,0.1895740637220924
1586,2010,Yamaha,Yamaha - Motif Xf8,Synth,Keys,Digital,Digital,"AWM2, Sample",128,8,16,88,True,True,"Keys, Hammer action",True,channel,2010 - 2016,6,0.278387408248295
1587,2010,Alesis,Alesis - Micron Se,Synth,Keys,Digital,Digital,VA,8,3,8,37,True,True,Keys,True,False,2010 - 2010,0,0.2453368279196634
1588,2010,Kurzweil,Kurzweil - Pc3Le6,Synth,Keys,Digital,Digital,PCM,64,2,16,61,True,True,Keys,True,channel,2010 - 2011,1,0.2378446526050804
1589,2010,Analogue Solutions,Analogue Solutions - Station X,Synth,Desktop,Analog,Modular (Semi),VCO,1,1,1,0,True,,,False,,2010 - 2010,0,0.1623457972558885
1590,2010,Analogue Solutions,Analogue Solutions - Station Y,Synth,Desktop,Analog,Modular (Semi),VCO,1,2,0,0,False,,,False,,2010 - 2010,0,0.1578991097978803
1591,2010,Moog,Moog - Taurus Iii,Synth,Pedals,Analog,Analog,VCO,1,2,0,13,True,True,Pedals,True,False,2010 - 2011,1,0.4788381788688456
1592,2010,Korg,Korg - Ps60,Synth,Keys,Digital,Digital,PCM,120,2,16,61,True,True,Keys,True,channel,2010 - 2015,5,0.1580260669508878
1593,2010,JoMoX,Jomox - Mbrane 1_1,Drum,Desktop,Analog,Analog,VCO,2,1,2,0,True,True,Button,False,False,2010 - 2015,5,0.1751247448432077
1594,2010,Metasonix,Metasonix - D-1000,Drum,Desktop,Analog,Analog,Tube,4,1,4,0,False,,,False,,2010 - 2014,4,0.3876649781403237
1595,2010,Kurzweil,Kurzweil - Pc3Le7,Synth,Keys,Digital,Digital,PCM,64,2,16,76,True,True,Keys,True,channel,2010 - 2011,1,0.2177295213279534
1596,2010,MFOS,Mfos - Synth-Diy Experimenter Board,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,False,,,False,,2010 - 2013,3,0.0961279189045949
1597,2010,Korg,Korg - Microstation,Synth,Keys,Digital,Digital,PCM,120,2,16,61,True,True,Mini keys,True,channel,2010 - 2014,4,0.2465754091786315
1598,2010,JoMoX,Jomox - Sunsyn Mk2,Synth,Desktop/Rack,Hybrid,Hybrid,"VCO, WT",8,4,0,0,True,True,,False,,2010 - 2010,0,0.2027978845614063
1599,2010,Manikin,Manikin - Memotron Rack,Synth,Rack,Digital,Digital,Sample,128,1,6,0,True,True,,False,,2010 - 2014,4,0.1936924896489302
1600,2010,Clavia,Clavia - Nord Piano,Synth,Keys,Digital,Digital,"PCM, Sample",60,1,1,88,True,True,"Keys, Hammer action",False,,2010 - 2012,2,0.2524749010543642
1601,2010,E-mu,E-Mu - Longboard 61,Synth,Keys,Digital,Digital,PCM,128,2,16,61,True,True,Keys,True,channel,2010 - 2012,2,0.1938887305630011
1602,2011,Roland,Roland - Sp-404Sx,Synth,Desktop,Digital,Digital,Sample,12,12,1,0,True,True,Pads,False,False,2011 - 2011,0,0.607389499267469
1603,2011,M-Audio,M-Audio - Venom,Synth,Keys,Digital,Digital,VA,12,3,4,49,True,True,Keys,True,False,2011 - 2012,1,0.4740727793571349
1604,2011,Kurzweil,Kurzweil - Pc3K7,Synth,Keys,Digital,Digital,PCM,128,2,16,76,True,True,Keys,True,channel,2011 - 2015,4,0.1630995752154016
1605,2011,Kurzweil,Kurzweil - Sps4-8,Synth,Keys,Digital,Digital,"PCM, VA",64,2,4,88,True,True,"Keys, Hammer action",True,channel,2011 - 2016,5,0.1261769290132857
1606,2011,MFOS,Mfos - Sound Lab Mini-Synth Mark Ii,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,False,,,False,,2011 - 2016,5,0.1253491702922987
1607,2011,Roland,Roland - Jupiter-50,Synth,Keys,Digital,Digital,"VA, PM",128,4,3,76,True,True,Keys,True,channel,2011 - 2016,5,0.5315527605164247
1608,2011,MFB,Mfb - Nanozwerg,Synth,Desktop,Analog,Analog,VCO,1,1,1,0,True,,,False,,2011 - 2015,4,0.2105694254738614
1609,2011,GRP Synthesizer,Grp Synthesizer - A8,Synth,Desktop,Analog,Analog,VCO,1,6,0,0,True,,,False,,2011 - 2017,6,0.1555892695798892
1610,2011,Mode Machines,Mode Machines - Synthlab-Sl1,Synth,Desktop,Analog,Analog,VCO,1,2,1,0,True,,,False,,2011 - 2011,0,0.1863306176062204
1611,2011,Preen FM,Preen Fm - Preen Fm,Synth,Desktop,Digital,Digital,FM,8,6,1,0,True,True,,False,,2011 - 2016,5,0.1705449244936252
1612,2011,Radikal Technologies,Radikal Technologies - Accelerator,Synth,Keys,Digital,Digital,"VA, PD, WT",8,3,2,61,True,True,Keys,True,channel,2011 - 2017,6,0.186186475909265
1613,2011,Yamaha,Yamaha - Mox 8,Synth,Keys,Digital,Digital,AWM2,64,4,16,88,True,True,Keys,True,channel,2011 - 2013,2,0.269603008194317
1614,2011,Kurzweil,Kurzweil - Pc3K6,Synth,Keys,Digital,Digital,PCM,128,2,16,61,True,True,Keys,True,channel,2011 - 2015,4,0.1607472064621708
1615,2011,Kurzweil,Kurzweil - Pc3K8,Synth,Keys,Digital,Digital,PCM,128,2,16,88,True,True,"Keys, Hammer action",True,channel,2011 - 2015,4,0.2502044755153135
1616,2011,Teenage Engineering,Teenage Engineering - Op-1,Synth,Desktop,Digital,Digital,Digital,24,24,1,0,True,True,Buttons,False,False,2011 - 2022,11,0.5386885276938271
1617,2011,VXXY,Vxxy - Dcm8,Drum,Desktop,Digital,Digital,ROM,8,1,0,0,True,True,Buttons,False,False,2011 - 2014,3,0.1812466197322046
1618,2011,Korg,Korg - Kronos 88,Synth,Keys,Digital,Digital,9 Engines,200,200,16,88,True,True,"Keys, Hammer action",True,channel,2011 - 2012,1,0.2244989105402609
1619,2011,Moog,Moog - Slim Phatty,Synth,Keys,Analog,Analog,VCO,1,2,1,37,True,True,Keys,False,False,2011 - 2011,0,0.5708426916997896
1620,2011,Studio Electronics,Studio Electronics - Orion,Synth,Rack,Analog,Analog,VCO,8,2,8,0,True,True,,False,,2011 - 2011,0,0.1401718013343571
1621,2011,Roland,Roland - Jupiter-80,Synth,Keys,Digital,Digital,"VA, PM",256,4,4,76,True,True,Keys,True,channel,2011 - 2016,5,0.5907839554807898
1622,2011,Vermona,Vermona Perfourmer Mkii,Synth,Desktop,Analog,Analog,VCO,4,1,4,0,True,True,,True,True,2011 - Present,14,0.1914846023745348
1623,2011,Korg,Korg - Kronos 73,Synth,Keys,Digital,Digital,9 Engines,200,200,16,73,True,True,"Keys, Hammer action",True,channel,2011 - 2012,1,0.2833075198997709
1624,2011,Kurzweil,Kurzweil - Sp4-8,Synth,Keys,Digital,Digital,"PCM, VA",64,2,4,88,True,True,"Keys, Hammer action",True,channel,2011 - 2016,5,0.19561856210011
1625,2011,Knas,Knas - Ekdahl Moisturizer,Misc,Desktop,Analog,Analog,Spring,1,1,0,0,False,,,False,,2011 - 2015,4,0.1824954389961171
1626,2011,Clavia,Clavia - Nord Stage 2 Ha88,Synth,Keys,Digital,Digital,"VA, FM, PM, WT, Sample",60,2,2,88,True,True,"Keys, Hammer Action",True,channel,2011 - 2015,4,0.391499385531248
1627,2011,Korg,Korg - Monotron Duo,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,False,True,Ribbon controller,False,False,2011 - 2011,0,0.3973908592541622
1628,2011,Clavia,Clavia - Nord Electro 3 Hp,Synth,Keys,Digital,Digital,"PM, PCM",128,2,2,76,True,True,"Keys, Hammer Action",True,False,2011 - 2013,2,0.2485539492984662
1629,2011,Fairlight CMI,Fairlight Cmi - Fairlight 30A(X),Sampler,Keys,Digital,Digital,Sample,24,0,0,76,True,True,Keys,True,channel,2011 - 2011,0,0.0960785951785644
1630,2011,Korg,Korg - Monotribe,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,False,,Ribbon controller,False,False,2011 - 2011,0,0.4299521773045573
1631,2011,Dewanatron,Dewanatron - Novitiate Educational Synthesizer,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,False,,,False,,2011 - 2011,0,0.1887236544491795
1632,2011,Critter & Guitari,Critter & Guitari - Pocket Piano,Synth,Desktop,Digital,Digital,"VA, FM",16,1,1,0,True,True,Butttons,False,False,2011 - 2018,7,0.1078982222520016
1633,2011,Analogue Solutions,Analogue Solutions - Telemetry (Mini Vostok),Synth,Rack,Analog,Modular,VCO,1,2,1,0,True,,,False,,2011 - 2011,0,0.2760618778404284
1634,2011,Clavia,Clavia - Nord Stage 2 Sw73,Synth,Keys,Digital,Digital,"VA, FM, PM, WT, Sample",60,2,2,73,True,True,Keys,True,channel,2011 - 2015,4,0.2116182545840201
1635,2011,Jonte Knif,Jonte Knif - Knifonium,Synth,Keys,Analog,Analog,Tube,1,2,0,37,False,,Keys,False,False,2011 - 2011,0,0.1524037603242398
1636,2011,Electronic Music Works (EMW),Electronic Music Works (Emw) - Emw 200,Synth,Desktop,Analog,Modular (Semi),VCO,1,2,0,0,False,,,False,,2011 - 2014,3,0.1212487956921299
1637,2011,Clavia,Clavia - Nord Drum,Drum,Desktop,Digital,Digital,VA,4,1,4,0,True,True,,False,,2011 - 2012,1,0.3831782777752923
1638,2011,Arturia,Arturia - Spark,Drum,Desktop,Digital,Digital,"VA, PM, Sample",8,0,8,0,True,,Pads,True,False,2011 - 2016,5,0.2270347052488921
1639,2011,Clavia,Clavia - Nord Stage 2 Ha76,Synth,Keys,Digital,Digital,"VA, FM, PM, WT, Sample",60,2,2,76,True,True,"Keys, Hammer Action",True,channel,2011 - 2015,4,0.394156957735511
1640,2011,Ciat Lonbarde,Ciat Lonbarde - Sidrazzi Organus,Synth,Desktop,Digital,Digital,FM,7,6,7,0,False,,Touch plates,False,False,2011 - 2014,3,0.1829230292111859
1641,2011,Korg,Korg - Kronos 61,Synth,Keys,Digital,Digital,9 Engines,200,200,16,61,True,True,Keys,True,channel,2011 - 2012,1,0.2287478407966882
1642,2011,Kurzweil,Kurzweil - Sp4-7,Synth,Keys,Digital,Digital,"PCM, VA",64,2,4,76,True,True,Keys,True,channel,2011 - 2018,7,0.1562918668120943
1643,2011,Yamaha,Yamaha - Mox 6,Synth,Keys,Digital,Digital,AWM2,64,4,16,61,True,True,Keys,True,channel,2011 - 2013,2,0.3685166617203366
1644,2011,Dave Smith Instruments (DSI),Dave Smith Instruments (Dsi) - Tempest,Drum,Desktop,Hybrid,Hybrid,"DCO, Wave, Sample",6,2,6,0,True,True,Pads,True,channel,2011 - 2011,0,0.2451632576184229
1645,2011,Korg,Korg - Wavedrum Mini,Drum,Desktop,Digital,Digital,PCM,2,1,2,0,False,True,Pad,True,False,2011 - 2011,0,0.3385323679504146
1646,2011,Korg,Korg - Monotron Delay,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,False,,Ribbon controller,False,False,2011 - 2011,0,0.3413241530628332
1647,2011,Elektron,Elektron - Octatrack,Synth,Desktop,Digital,Digital,Sample,4,4,0,0,True,True,Buttons,False,False,2011 - 2017,6,0.5890385766234857
1648,2012,Korg,Korg - Microkorg Xl+,Synth,Keys,Digital,Digital,"VA, PCM",8,2,2,37,True,True,Mini keys,True,False,2012 - 2018,6,0.4720874078071418
1649,2012,Trautroniks,Trautroniks - Trautonium Vt,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,False,,Wire,False,True,2012 - 2015,3,0.182478540701565
1650,2012,Roland,Roland - Integra-7,Synth,Rack,Digital,Digital,"VA, PM",128,4,16,0,True,True,,False,,2012 - 2019,7,0.4222896413834902
1651,2012,Korg,Korg Microkorg Xl,Synth,Keys,Digital,Virtual Analog,VA,8,0,0,37,True,True,,True,False,2012 - 2017,5,0.4487064267079634
1652,2012,Eowave,Eowave - Domino,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,True,,,False,,2012 - 2015,3,0.1302496752832249
1653,2012,MFB,Mfb - Microzwerg,Synth,Desktop,Analog,Analog,VCO,1,2,1,0,True,,,False,,2012 - 2014,2,0.2070641710912988
1654,2012,Mellotron,Mellotron - M4000D Kb,Synth,Keys,Digital,Digital,PCM,20,1,2,37,True,,Keys,True,channel,2012 - 2018,6,0.1285410328826084
1655,2012,Metasonix,Metasonix - Kv-100 Assblaster,Synth,Rack,Analog,Analog,Tube,1,1,1,0,False,,,False,,2012 - 2013,1,0.1858216325617631
1656,2012,Korg,Korg - Kronos 2 88,Synth,Keys,Digital,Digital,9 Engines,200,200,16,88,True,True,"Keys, Hammer action",True,channel,2012 - 2015,3,0.2775517113053075
1657,2012,Oberheim,Oberheim - 4 Voice So4V - Son Of Four Voice,Synth,Desktop,Analog,Analog,VCO,4,4,4,0,True,True,,False,,2012 - 2012,0,0.2449561300038888
1658,2012,Ferrofish,Ferrofish B4000,Synth,Desktop,Digital,Modeling,Additive,128,91,0,0,True,True,,False,,2012 - Present,13,0.186309765737388
1659,2012,MacBeth Studio Systems,Macbeth Studio Systems - Micromac-D,Synth,Desktop,Analog,Modular (Semi),VCO,1,3,1,0,True,,,False,,2012 - 2018,6,0.1806135014809077
1660,2012,Trax,Trax - Retrowave R-1,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,True,,,False,,2012 - 2012,0,0.2057575711834112
1661,2012,Korg,Korg Monotron Delay,Synth,Keys,Analog,Analog,VCO,1,0,0,1,True,True,,False,False,2012 - Present,13,0.4101204814696852
1662,2012,Ciat Lonbarde,Ciat Lonbarde - Plumbutter,Drum,Desktop,Digital,Digital,"VA, FM",4,1,4,0,False,,,False,,2012 - 2015,3,0.1334334744338949
1663,2012,Mutable Instruments,Mutable Instruments - Ambika,Synth,Desktop,Digital,Digital,"FM, WT",6,2,6,0,True,,,False,,2012 - 2012,0,0.1950654658962005
1664,2012,Korg,Korg Monotron Duo,Synth,Keys,Analog,Analog,VCO,1,0,0,1,True,True,,False,False,2012 - Present,13,0.5229291153077209
1665,2012,Make Noise,Make Noise - Black And Gold Shared System,Synth,Desktop,Analog,Modular (Semi),VCO,1,5,1,0,True,,,False,,2012 - Present,13,0.1555877195241374
1666,2012,MFOS,Mfos - Noise Toaster,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,False,,,False,,2012 - 2015,3,0.1874400052426896
1667,2012,Rucci,Rucci - Drone Jar,Synth,Desktop,Analog,Analog,VCO,1,3,0,0,False,,,False,,2012 - 2012,0,0.2205608371517716
1668,2012,Studiologic,Studiologic - Numa Compact,Synth,Keys,Digital,Digital,PCM,128,2,2,88,True,True,Keys,True,False,2012 - 2017,5,0.0908385908713137
1669,2012,Trautroniks,Trautroniks - Mixturtrautonium Module,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,False,True,,False,,2012 - Present,13,0.185819600157514
1670,2012,MFB,Mfb - Dominion X,Synth,Desktop,Analog,Analog,VCO,1,3,1,0,True,True,,False,,2012 - 2018,6,0.1853743155710503
1671,2012,MFOS,Mfos - Alien Screamer,Synth,Desktop,Analog,Analog,VCO,1,1,0,0,False,,,False,,2012 - 2015,3,0.213284012654289
1672,2012,Moog,Moog - Minitaur,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,True,True,,True,False,2012 - Present,13,0.4013429659846383
1673,2012,MFB,Mfb - 522,Drum,Desktop,Analog,Analog,VCO,9,1,1,0,True,,Buttons,False,False,2012 - 2015,3,0.2555791229754207
1674,2012,Novation,Novation Mininova,Synth,Keys,Digital,Virtual Analog,VA,18,2,0,37,True,True,,True,False,2012 - Present,13,0.4266019773749699
1675,2012,Hard-Mod,Hard-Mod - Duo_,Synth,Desktop,Analog,Modular,VCO,1,2,1,0,False,,,False,,2012 - 2015,3,0.2123818411647604
1676,2012,Electronic Music Works (EMW),Electronic Music Works (Emw) - Wcs-1,Synth,Desktop,Analog,Analog,DCO,1,1,0,0,True,,,False,,2012 - 2014,2,0.2047892402901727
1677,2012,Clavia,Clavia - Nord C2D,Synth,Keys,Digital,Digital,"PM, PCM",122,3,3,61 x2,True,True,Keys,False,False,2012 - 2015,3,0.3310978086453617
